id,Gender.self,Year.self,Born.self,Hukou.self,Live.self,Marriage.self,Height.self,Weight.self,Looking.self,Personality.self,Edu.self,Eduno.self,top.self,Abroad.self,Major.self,Job.self,Salary.self,Apt.self,Family.self,Hobby.self,Other.self,interesting.self,Gender.wanted,Year.max.wanted,Year.min.wanted,Year.text.wanted,Hukou.wanted,Live.wanted,Marriage.wanted,Height.min.wanted,Looking.wanted,Personality.wanted,Hobby.wanted,Edu.min.wanted,Edu.min.n.wanted,Job.wanted,Salary.min.wanted,Apt.wanted,Family.wanted,Other.wanted,interesting.wanted,Similar.wanted
666,女性,1989,江苏启东,有上海户口,N,N,1.65,N,N,N,本科,4,N,N,N,护师,N,有房,N,N,有两室一厅,N,男性,N,N,N,N,N,N,1.7,N,有责任心、阳光,N,N,N,工作稳定,N,N,N,N,N,N
667,女性,1978,N,有上海户口,N,单身,1.64,N,相貌秀丽、显年轻,朴实、传统、德才兼备,N,N,N,N,N,汽车公司质量管理,N,N,知识家庭,N,N,显年轻,男性,1970,N,1970年后出生,N,N,未婚,1.7,N,责任心强、德才兼备,无不良嗜好、不嗜烟酒,N,N,N,N,有婚房,N,N,N,N
668,女性,1980,N,没有上海户口,N,N,1.64,N,品貌端正,温柔贤淑,研究生,5,重点大学毕业,N,N,IT金融单位,N,N,父亲高工，母亲会计，均退休,N,N,温柔贤淑,男性,N,N,N,N,N,未婚,1.7,N,脾气性格好、有事业心,无不良嗜好,本科,4,N,N,N,N,N,N,N
669,女性,1984,N,N,N,N,1.64,N,N,温柔善良、通情达理,研究生,5,重点大学毕业,N,N,大型国企工程师,N,有房,父亲公务员退休，母亲教师退休,N,备有婚房,N,男性,N,N,N,N,N,N,1.7,N,品德优秀、有事业心责任心,N,本科,4,N,N,要有婚房,N,N,N,N
670,女性,1980,N,有上海户口,N,单身,1.63,N,容貌姣好、皮肤白净,文静大方、知书达理,本科,4,重点大学毕业,N,N,中学教师,N,有房,父母均退休,N,备有婚房,皮肤白净,男性,1973,N,1973年后出生,N,N,N,1.7,N,稳重踏实,无不良嗜好,本科,4,工作稳定,N,N,N,N,N,N
671,女性,1984,N,N,N,N,1.63,N,漂亮大方、气质佳,知书达理、温柔贤淑,本科,4,N,N,N,出版社数学编辑,N,N,N,N,N,N,男性,N,N,N,N,N,N,1.7,N,有责任心,N,本科,4,工作稳定,N,要有婚房,N,N,N,N
672,女性,1986,N,N,N,单身,1.63,48,N,性格温和、纯洁善良、阳光大气,本科,4,N,N,N,大型企业,N,N,N,N,独生女,阳光大气,男性,N,N,N,N,N,N,1.7,N,品德好，性格好，有责任心,N,N,N,工作稳定,N,N,N,N,N,N
673,女性,1986,N,N,N,单身,1.63,48,N,性格温和、纯洁善良、阳光大气,本科,4,N,N,N,大型企业,N,N,N,N,党员。独生女。双学士,双学士,男性,N,N,N,N,N,N,1.7,N,品德好、性格好，有责任心、上进心,N,N,N,工作稳定,N,N,N,N,N,N
674,女性,1978,N,N,N,N,1.62,N,形象气质佳,性格开朗、稳重大方,研究生,5,N,N,N,外企,N,N,N,N,N,N,男性,N,N,N,N,N,N,1.7,N,人品好,无不良嗜好,本科,4,N,N,N,N,N,N,N
675,女性,1980,N,N,N,N,1.62,N,N,N,本科,4,N,N,N,银行,N,N,N,N,N,N,男性,1970,N,1970年后出生,上海户口,上海,N,1.7,N,N,N,大专,3,N,N,要有婚房,N,N,N,N
676,女性,1983,N,N,N,单身,1.62,N,清秀端正、干净,文雅大方、开朗真诚、孝顺善良、会持家,本科,4,N,N,N,大型企业设计所,N,有房,母亲是公务员退休，父亲职员退休,N,浦东有住房,会持家,男性,N,N,N,N,N,N,1.7,N,人品好、有责任心,N,N,N,N,N,N,N,N,N,N
677,女性,1983,N,有上海户口,上海,N,1.62,N,N,性格开朗、美丽善良、善于人际沟通,研究生,5,重点大学毕业,Y,N,世界500强项目经理,N,N,父亲高级讲师，母亲医生,无不良嗜好,N,善于沟通,男性,1983,N,1983年后出生,N,N,N,1.7,N,N,无不良嗜好,N,N,N,N,N,N,N,N,N
678,女性,1988,上海,N,N,N,1.62,N,N,N,研究生,5,N,N,N,研发工程师,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,1.7,N,有责任心、大气,N,本科,4,N,N,要有婚房,N,身心健康,N,N
679,女性,1990,江苏南通,N,N,单身,1.62,N,N,人品好、有孝心,本科,4,N,N,N,英语培训老师,N,N,N,N,收入丰,收入丰,男性,N,N,N,N,N,N,1.7,N,有上进心，条件相当,无不良嗜好,N,N,N,N,N,N,条件相当,N,Y
680,女性,1973,N,N,N,离异,1.61,N,N,N,研究生,5,N,N,N,外企人事部,N,N,N,N,无孩,N,男性,N,N,N,N,N,未婚或短婚未育,1.7,N,有事业心、善解人意,N,本科,4,N,N,N,N,N,N,N
681,女性,1985,山东,没有上海户口,N,N,1.61,N,N,N,本科,4,N,N,N,外企财务总监,N,N,N,N,N,N,男性,1980,N,1980年后出生,N,N,N,1.7,N,有责任心，上进心，稳重孝顺,N,本科,4,N,N,N,N,N,N,N
682,女性,1985,N,有上海户口,N,单身,1.61,N,N,N,本科,4,N,N,英语和会计,国企财务,N,有房,父母上海公务员已退休,N,英语专业八级，有高级口译证书。业余时间在培训机构兼职英语教师,兼职教师,男性,N,N,N,N,N,未婚,1.7,五官端正,有事业心、有责任心，阳光、开朗、人品好,N,本科,4,N,N,N,N,N,N,N
683,女性,1985,山东,N,N,N,1.61,N,N,N,本科,4,N,N,N,外企财务总监,N,有房,N,N,N,N,男性,1980,N,1980年后出生,N,N,N,1.7,N,有责任心、上进心，稳重、孝顺,N,本科,4,N,N,N,N,N,N,N
684,女性,1974,安徽,N,上海,离异,1.6,N,相貌佳,N,N,N,N,N,N,N,N,N,N,N,孩子给女方,N,男性,N,N,N,上海户口,N,N,1.7,N,人品好,N,N,N,N,N,有婚房,N,真心过日子,N,N
685,女性,1982,东北,有上海户口,N,单身,1.6,N,N,人品好、贤惠、有孝心,研究生,5,重点大学毕业,N,N,金融公司,N,有房,父母公务员事业单位退休,N,独生女，收入丰。备有婚房,N,男性,N,N,N,N,N,N,1.7,N,有上进心、人品好,无不良嗜好,本科,4,N,N,N,N,条件相当,N,Y
686,女性,1983,N,N,N,N,1.6,N,气质佳、漂亮大方,贤惠,研究生,5,N,N,医学,三甲医院研究室,N,N,N,N,N,N,男性,N,N,N,N,N,N,1.7,N,有责任心,N,本科,4,工作稳定,N,要有婚房,N,N,N,N
687,女性,1984,N,N,N,N,1.6,N,N,N,本科,4,N,N,N,公司财务,N,N,N,N,N,N,男性,N,N,N,N,N,未婚,1.7,N,N,N,本科,4,N,N,N,N,N,N,N
688,女性,1984,上海,N,N,N,1.6,N,N,N,研究生,5,重点大学毕业,N,N,金融,N,有房,父母教师,N,收入丰厚。内环旁三房两厅无贷,有房无贷,男性,1980,N,1980年后出生,N,N,未婚,1.7,N,人品好,N,N,N,N,N,N,N,名校毕业,N,N
689,女性,1985,N,有上海户口,N,N,1.6,N,N,N,研究生,5,N,Y,N,N,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,未婚或短婚未育,1.7,N,正直、善良、有事业心,N,本科,4,N,N,N,N,N,N,N
690,女性,1991,江苏,N,N,N,1.6,N,N,N,研究生,5,N,N,N,大型央企财务部会计,N,N,N,N,党员,N,男性,N,N,N,N,N,N,1.7,N,阳光气质、有事业心、有责任心,无不良嗜好,本科,4,N,N,要有婚房,N,身体健康,N,N
691,女性,1983,浙江温州,有上海户口,上海,单身,1.68,N,N,N,研究生,5,N,N,N,保险公司,N,N,N,N,N,N,男性,1978,N,1978年后出生,N,N,N,1.68,N,人品好、有责任心,N,本科,4,N,N,N,N,N,N,N
692,男性,1987,上海,有上海户口,N,单身,1.86,N,N,N,本科,4,重点大学毕业,N,N,央企工程师,N,N,N,N,党员,N,女性,1988,N,1988年后出生,上海户口,N,未婚,1.67,N,文静、知书达理,N,N,N,稳定,N,N,N,N,N,N
693,男性,1990,N,有上海户口,N,N,1.8,N,N,N,本科,4,N,N,N,外企,N,有房,N,N,中环内有门面房,N,女性,1990,N,1990年后出生,N,N,未婚,1.65,N,N,N,N,N,N,N,N,N,N,N,N
694,男性,1985,N,N,N,N,1.8,N,N,责任心强、阳光帅气,博士,6,重点大学毕业,N,N,N,N,N,N,N,事业有成,事业有成,女性,1989,N,1989年后出生,N,N,N,1.65,长相秀丽,性格好,N,本科,4,N,N,N,N,N,N,N
695,男性,1985,山西,N,N,单身,1.74,N,N,性格开朗,N,N,N,N,N,国企业务主管,N,N,N,N,身体健康,N,女性,N,N,N,N,N,N,1.65,N,性格开朗,N,N,N,N,N,N,N,身体健康,N,N
696,女性,1980,N,有上海户口,N,N,1.56,N,N,N,N,N,重点大学毕业,N,经贸外语,法国公司,N,有房,N,N,有房二室一厅,N,男性,N,N,N,N,N,未婚,1.65,N,爱心、孝心、责任心,N,N,N,N,N,N,N,N,N,N
697,男性,1979,浙江温州,没有上海户口,N,单身,1.72,N,N,N,研究生,5,重点大学毕业,Y,金融数学,私募基金,N,有房,父母退休，有一姐,N,收入好，婚房一百五十平以上，家境佳，有CFA证书,家境佳,女性,1985,N,1985年后出生,N,N,未婚,1.63,N,N,N,N,N,N,N,N,N,N,N,N
698,男性,1990,N,有上海户口,N,单身,1.74,68,干净,外向、阳光,本科,4,N,N,N,网络开发和推广,N,有房,N,N,独生子。身体健康。工作稳定。上海及外地多套房产,身体健康,女性,1990,N,1990年后出生,N,N,未婚,1.62,相貌中上、不胖,聪明孝顺,N,大专,3,N,N,N,N,N,N,N
699,男性,1984,上海,有上海户口,N,单身,1.8,N,N,N,本科,4,N,N,N,公务员,N,有房,N,N,备有婚房,N,女性,N,1987,1987年前出生,上海户口,N,N,1.62,气质佳、品貌优秀,N,N,本科,4,N,N,N,N,N,N,N
700,男性,1981,N,有上海户口,N,单身,1.75,N,N,N,研究生,5,N,N,N,三甲医院医生,N,有房,N,N,备有婚房,N,女性,1985,N,1985年后出生,N,N,未婚,1.62,N,N,N,本科,4,工作稳定,N,N,N,一本大学毕业优先,N,N
701,男性,1980,上海,N,N,单身,1.73,N,N,N,本科,4,N,N,N,公务员,N,有房,N,N,备有婚房，党员，高知家庭,高知家庭,女性,1984,N,1984年后出生,N,N,未婚,1.62,N,N,N,N,N,稳定工作,N,N,N,学历相当，身体健康,N,N
702,男性,1986,N,有上海户口,N,N,1.75,69,N,N,本科,4,N,N,N,警察,N,有房,N,N,备有婚房,N,女性,N,N,N,江浙沪,N,N,1.6,N,懂事,N,本科,4,N,N,N,N,N,N,N
703,男性,1986,N,N,N,单身,1.72,N,N,N,本科,4,重点大学毕业,N,N,互联网研发,N,有房,父母均在事业单位工作,N,备有婚房,N,女性,1988,N,1988年后出生,N,N,N,1.6,相貌姣好,N,N,本科,4,N,N,N,N,N,N,N
704,男性,1990,N,有上海户口,N,单身,1.82,N,N,N,研究生,5,重点大学毕业,N,金融,金融公司,N,有房,父母退休,N,独生子。备有婚房,N,女性,1990,N,1990年后出生,N,N,N,1.6,N,N,N,本科,4,N,N,N,N,N,N,N
705,男性,1977,上海,有上海户口,N,N,1.78,N,N,诚实正派,研究生,5,重点大学毕业,N,N,国企软件研发,N,N,高知家庭，父上海人、母湖北人,无不良嗜好,N,城市正派,女性,1981,N,1981年后出生,N,N,未婚,1.6,端正秀丽,心地朴实善良,N,本科,4,N,N,N,N,N,N,N
706,男性,1979,N,N,N,单身,1.75,N,N,N,研究生,5,重点大学毕业,N,计算机,系统分析师,N,N,父母均公务员已退休,N,合伙创业,N,女性,1981,N,1981年后出生,N,N,N,1.6,N,知书达理,N,本科,4,工作稳定,N,N,N,N,N,N
707,男性,1980,N,N,N,N,1.75,N,N,N,大专,3,N,N,N,外企,N,N,N,N,N,N,女性,1984,N,1984年后出生,上海户口,N,未婚,1.6,N,本分，传统,N,N,N,有稳定工作,N,N,N,N,N,N
708,男性,1980,N,有上海户口,N,N,1.75,N,N,N,本科,4,N,N,N,N,N,N,N,N,自己创业。党员,N,女性,N,N,N,N,N,N,1.6,N,N,N,本科,4,N,N,N,N,N,N,N
709,男性,1978,N,N,N,单身,1.74,N,N,N,本科,4,N,N,N,医生,N,N,父母已退休,N,N,N,女性,N,N,N,N,N,未婚,1.6,N,N,N,大专,3,N,N,N,N,同龄,N,N
710,男性,1970,N,N,N,N,1.72,N,N,N,研究生,5,重点大学毕业,N,N,医院外科主任,N,有房,N,N,有婚房三室二厅,N,女性,1976,N,1976年后出生,N,N,未婚,1.6,清秀端庄,N,N,本科,4,N,N,N,N,N,N,N
711,男性,1986,N,N,浙江杭州,N,1.72,N,N,N,研究生,5,重点大学毕业,N,N,互联网公司研发,N,有房,父母均在事业单位工作,N,备有婚房,N,女性,1988,N,1988年后出生,N,N,N,1.6,相貌较好,N,N,本科,4,N,N,N,N,N,N,N
712,女性,1978,N,有上海户口,N,N,1.6,N,气质佳,善良、知性、活泼,研究生,5,N,Y,N,金融投资,N,有房,N,N,内环有百平房,气质佳,男性,1970,1979,1970年到1979年间出生,N,N,N,1.7,N,上进，有责任感,N,本科,4,N,N,N,N,N,N,N
713,女性,1987,辽宁,没有上海户口,N,N,1.6,N,N,N,本科,4,N,Y,N,外企会计,N,N,N,N,独生女,N,男性,1982,1987,1982年到1987年间出生,N,N,N,1.7,N,N,N,本科,4,N,N,N,N,N,N,N
714,男性,1953,N,有上海户口,N,N,N,N,N,N,N,N,N,N,N,项目经理,N,N,N,N,已经退休,N,女性,1955,1961,年龄相仿,N,N,N,N,N,N,无不良嗜好,N,N,N,N,N,N,N,N,N
715,男性,1959,N,N,N,N,N,N,N,N,本科,4,N,N,N,N,N,N,N,N,电器工程师退休,N,女性,1965,1971,年龄相仿,N,N,N,N,N,N,无不良嗜好,N,N,N,N,N,N,N,N,N
716,女性,1981,N,N,N,单身,1.69,N,端庄、大方、气质佳,心地善良,本科,4,N,N,N,外企工程师,N,N,N,N,N,N,男性,1978,1984,年龄相仿,N,N,未婚,N,N,修养好、有责任心,N,本科,4,工作稳定,N,N,N,N,N,N
717,男性,1979,上海,有上海户口,上海,N,1.68,N,N,有担当、责任心、稳重、阳光,大专,3,N,N,N,国企医药房,N,有房,N,N,有三套房,N,女性,1976,1982,年龄相仿,N,N,N,N,甜美清秀,善良,N,N,N,N,N,N,N,户籍不限，短婚也可，有缘相适,N,N
718,女性,1984,江西,N,N,N,1.63,N,N,N,研究生,5,N,N,N,外企,N,N,N,N,N,N,男性,1981,1987,年龄相仿,N,N,未婚,N,N,N,N,本科,4,N,N,N,N,条件相当,N,Y
719,男性,1950,N,N,N,离异,1.7,N,貌端,N,N,N,N,N,N,N,N,有房,N,N,备有婚房。已退休,N,女性,1952,1958,年龄相仿,上海户口,N,N,N,貌佳,文静,N,N,N,N,N,N,N,条件相仿,N,Y
720,女性,1965,N,N,N,离异,1.68,N,N,N,大专,3,N,N,N,N,N,有房,N,N,备有婚房。企业退休。条件优越,条件优越,男性,1962,1968,年龄相仿,N,N,N,N,N,N,N,N,N,有稳定收入,N,N,N,N,N,N
721,女性,1981,N,N,N,单身,1.67,N,N,N,本科,4,N,N,N,外企,N,N,N,N,N,N,男性,1978,1984,年龄相仿,N,N,N,N,身高相当,N,N,N,N,工作稳定,N,N,N,身体健康,N,N
722,女性,1980,N,N,N,单身,1.63,N,N,N,本科,4,N,N,N,外企财务,N,有房,父母公务员退休,N,独生女，闵行有房，无贷,N,男性,1977,1983,年龄相仿,N,N,N,N,N,品正,无不良嗜好,N,N,N,N,N,N,条件相当，知识分子,N,Y
723,女性,1988,上海,N,澳大利亚,单身,1.63,N,貌佳清秀,文静温柔,本科,4,重点大学毕业,Y,N,美企,N,N,N,N,家境好,N,男性,1985,1991,年龄相仿,江浙沪,澳大利亚,未婚,N,N,阳光、开朗、有担当、有责任心、稳重,N,本科,4,N,N,N,N,N,N,N
724,女性,1981,江苏南京,有上海户口,N,单身,1.62,N,N,N,研究生,5,N,Y,N,金融单位,N,有房,父母均为江苏事业单位退休,N,备有婚房。独生女。收入稳定,N,男性,1975,1981,年龄相仿,N,N,N,N,N,人品好,N,N,N,工作稳定,N,N,N,N,N,N
725,女性,1983,N,有上海户口,N,单身,1.66,N,N,N,研究生,5,N,N,N,公务员,N,N,N,N,N,N,男性,1980,1986,年龄相仿,N,N,未婚,1.75,N,N,N,本科,4,工作稳定,N,N,N,N,N,N
726,女性,1986,N,有上海户口,N,N,1.6,N,有气质,性格随和,研究生,5,N,N,N,税务,N,有房,高知家庭,N,身体健康。独生女。备有婚房,N,男性,1983,1989,年龄相仿,N,N,未婚,1.72,相貌端正,性格好，有事业心,N,研究生,5,N,N,N,N,有眼缘,N,N
727,女性,1984,N,有上海户口,N,单身,1.7,N,端庄秀丽,性格开朗,N,N,N,N,N,事业单位,N,N,N,N,N,端庄秀丽,男性,1981,1987,年龄相仿,N,N,N,1.78,N,品行端正,N,大专,3,工作稳定,N,要有婚房,N,N,N,N
728,女性,1989,浙江杭州,N,N,N,1.67,N,N,N,研究生,5,N,N,N,国企管理,N,N,N,N,收入稳定,N,男性,1986,1992,年龄相仿,N,N,N,1.75,N,阳光,N,本科,4,工作稳定,N,要有婚房,N,身体健康,N,N
729,女性,1983,N,有上海户口,N,单身,1.66,N,N,N,研究生,5,N,N,N,公务员,N,有房,N,N,备有婚房,N,男性,1980,1986,年龄相仿,N,N,N,1.75,N,N,N,本科,4,工作稳定,N,N,N,N,N,N
730,女性,1987,N,N,N,N,1.65,N,体型苗条、面容清秀,性格开朗、易于沟通、知书达理,N,N,N,N,临床医学,台资公司,N,N,父母机关事业单位退休,N,收入稳定,易于沟通,男性,1984,1990,年龄相仿,N,N,N,1.75,N,善良，有能力、有担当,N,本科,4,N,N,N,N,身体健康,N,N
731,女性,1989,上海,有上海户口,N,N,1.58,N,身纤貌美,N,N,N,N,N,N,三甲医院,N,N,N,N,N,身纤貌美,男性,1985,1991,年龄相仿,N,N,N,1.7,五官端正,诚实正派，有责任心,N,N,N,N,N,N,N,N,N,N
732,男性,1984,N,有上海户口,N,N,1.83,N,N,N,大专,3,N,N,N,货运代理,N,N,N,N,N,N,女性,1986,1988,1986年到1988年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
733,女性,1975,上海,N,N,离异,1.72,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,男性,1978,1980,1978年到1980年间出生,N,N,N,N,N,N,N,N,N,N,N,有婚房,N,N,N,N
734,男性,1985,N,有上海户口,N,N,1.87,N,N,N,研究生,5,重点大学毕业,N,N,500强公司软件研发,N,N,N,N,N,N,女性,1987,1989,1987年到1989年间出生,N,N,N,1.65,N,N,N,本科,4,N,N,N,N,N,N,N
735,男性,1988,N,N,N,单身,1.78,N,N,大气、温和、正直、洒脱,N,N,N,N,N,研发部主管,N,N,N,N,N,洒脱,女性,1989,1991,1989年到1991年间出生,N,N,未婚,1.6,五官端正,温和,N,本科,4,N,N,N,N,N,N,N
736,男性,1987,N,N,N,N,1.75,N,N,性格开朗、善良正直,研究生,5,重点大学毕业,Y,N,央企,N,N,家境优越,烟酒不沾,N,烟酒不沾,女性,1989,1992,1989年到1992年间出生,江浙沪,N,N,1.62,相貌端庄、长相清秀,诚实善良,N,本科,4,N,N,N,N,N,N,N
737,男性,1975,N,有上海户口,N,单身,1.7,N,N,N,大专,3,N,N,N,外企经理,N,N,N,N,N,N,女性,1979,1982,1979年到1982年间出生,上海户口,N,未婚,1.6,N,通情达理、善解人意,N,大专,3,N,N,N,N,N,N,N
738,男性,1966,N,有上海户口,N,N,1.7,N,N,N,大专,3,N,N,N,国企,N,有房,N,N,备有婚房,N,女性,1976,1980,1976年到1980年间出生,上海户口,N,未婚,N,N,会过日子,N,N,N,N,N,N,N,有生育能力。外地优秀可考虑,N,N
739,女性,1984,N,N,N,N,1.68,N,N,N,本科,4,N,N,英语,央企水利研究院,N,N,N,N,N,N,男性,1980,1984,1980年到1984年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
740,女性,1985,N,N,N,N,1.65,N,N,N,本科,4,N,N,N,外企,N,N,N,N,N,N,男性,1980,1984,1980年到1984年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,有缘分,N,N
741,女性,1985,上海,有上海户口,N,N,1.65,N,N,N,本科,4,N,N,N,外企,N,N,N,N,N,N,男性,1980,1984,1980年到1984年间出生,N,N,N,N,N,有事业心、责任心,N,N,N,N,N,N,N,N,N,N
742,女性,1985,N,有上海户口,N,N,1.65,N,N,有责任心,本科,4,N,N,N,外企公司,N,N,N,N,N,N,男性,1980,1984,1980年到1984年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
743,女性,1988,辽宁,N,N,单身,1.6,N,N,N,本科,4,重点大学毕业,N,N,外资公司,N,N,N,N,独女,N,男性,1983,1987,1983年到1987年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
744,女性,1990,N,有上海户口,N,单身,1.7,N,N,N,研究生,5,重点大学毕业,N,同声传译,外企,N,N,N,N,N,N,男性,1986,1990,1986年到1990年间出生,N,N,N,1.78,N,N,N,N,N,N,N,有婚房,N,N,N,N
745,女性,1986,N,有上海户口,N,N,1.67,N,气质好,N,研究生,5,N,N,N,三甲医院主治医生,N,有房,N,N,备有婚房,N,男性,1981,1985,1981年到1985年间出生,N,N,N,1.75,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
746,女性,1985,上海,有上海户口,N,N,1.67,N,漂亮,大气,本科,4,N,N,N,外企财务,N,N,N,N,N,N,男性,1980,1984,1980年到1984年间出生,N,N,N,1.75,N,善良,N,N,N,N,N,有婚房,N,N,N,N
747,女性,1981,N,N,N,离异,1.63,N,N,文静娴熟、开朗,本科,4,N,N,N,银行,N,有房,N,N,收入尚佳，工作稳定。家境尚佳。身体健康，市中心房产2套,市中心有房,男性,1973,1977,1973年到1977年间出生,N,N,离异,1.75,N,有责任心,N,N,N,N,N,有婚房,N,身体健康,N,N
748,女性,1981,N,有上海户口,N,单身,1.62,N,品貌端庄,性格温柔,研究生,5,重点大学毕业,N,法学,律师,N,有房,N,N,备有婚房。高收入,N,男性,1976,1980,1976年到1980年间出生,N,N,未婚,1.75,N,有责任心,N,本科,4,稳定,N,要有婚房,N,收入相当,N,N
749,女性,1989,N,N,N,单身,1.63,N,相貌端庄,善良、稳重,本科,4,N,N,N,化妆品公司产品开发,N,N,N,N,N,N,男性,1985,1989,1985年到1989年间出生,N,N,N,1.72,N,人品好,N,本科,4,工作稳定,N,N,N,条件相当,N,Y
750,女性,1989,上海,有上海户口,N,单身,1.6,N,N,N,本科,4,重点大学毕业,N,N,外企人力资源,N,N,N,N,N,N,男性,1984,1988,1984年到1988年间出生,N,N,未婚,1.72,N,N,N,本科,4,N,N,N,N,N,N,N
751,女性,1987,山东,没有上海户口,N,单身,N,N,N,N,本科,4,重点大学毕业,N,N,外企500强,N,N,N,N,N,N,男性,1983,1987,1983年到1987年间出生,N,N,未婚,1.7,N,通情达理，有上进心,N,本科,4,N,N,N,N,N,N,N
752,女性,1987,山东,N,N,单身,1.61,N,N,N,本科,4,N,N,N,500强外企,N,N,N,N,N,N,男性,1983,1987,1983年到1987年间出生,N,N,未婚,1.7,N,通情达理，有上进心,N,本科,4,N,N,N,N,N,N,N
753,女性,1987,山东,N,N,单身,1.63,N,N,N,本科,4,重点大学毕业,N,N,500强企业,N,N,N,N,N,N,男性,1983,1987,1983年到1987年间出生,N,N,未婚,1.7,N,通情达理，有上进心,N,本科,4,N,N,N,N,N,N,N
754,女性,1984,N,有上海户口,N,单身,1.6,N,N,N,本科,4,N,N,N,财务经理,N,N,父母已经退休,N,N,N,男性,1980,1984,1980年到1984年间出生,N,N,未婚,1.7,N,品德、素质好,无不良嗜好,N,N,N,N,N,N,N,N,N
755,女性,1987,山东,没有上海户口,N,N,1.61,N,N,N,N,N,N,N,N,外企世界500强,N,N,N,N,N,N,男性,1983,1987,1983年到1987年间出生,N,N,未婚,1.7,N,通情达理、有上进心,N,本科,4,N,N,N,N,N,N,N
756,女性,1985,N,N,N,N,1.71,N,长相清秀、气质佳,性格温和、善良,本科,4,N,N,N,进口部经理,N,N,N,N,N,N,男性,1980,1985,1980年到1985年间出生,N,N,未婚,N,N,N,N,N,N,N,N,N,N,N,N,N
757,女性,1987,N,有上海户口,N,N,1.65,N,N,性格开朗、气质好,本科,4,N,N,N,银行,N,有房,N,N,有商品房别墅,N,男性,1982,1987,1982年到1987年间出生,N,N,未婚,N,五官端正,有责任心，性格好,N,N,N,N,N,N,N,N,N,N
758,女性,1990,浙江,没有上海户口,N,N,1.6,N,秀气,文静,本科,4,N,N,N,金融公司会计,N,N,N,N,工作稳定。家住宝山,N,男性,1985,1990,1985年到1990年间出生,N,N,N,N,N,人品好、有责任心,N,N,N,N,N,N,N,N,N,N
759,女性,1983,山东,有上海户口,N,单身,1.66,N,N,N,研究生,5,N,N,N,中职教师,N,有房,N,N,独生女，正式编制，备有婚房,N,男性,1978,1983,1978年到1983年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
760,女性,1990,N,N,N,N,1.68,N,貌佳清秀,文静善良,本科,4,N,N,N,软件,N,N,N,N,N,N,男性,1986,1991,1986年到1991年间出生,N,N,N,N,N,有担当、责任心、阳光,N,N,N,稳定工作,N,有婚房,N,户籍不限。有眼缘,N,N
761,女性,1975,N,N,上海,单身,1.67,N,高挑,传统善良,研究生,5,N,N,N,世界500强公司工程师,N,有房,高知家庭,N,备有婚房，党员，家住杨浦区，收入丰,N,男性,1970,1975,1970年到1975年间出生,N,N,N,N,N,有事业心、责任心,N,本科,4,N,N,N,N,N,N,N
762,女性,1984,N,有上海户口,N,离异,1.65,N,N,N,本科,4,N,N,N,事业单位,N,有房,父母退休,N,独生女。正式编制。军校毕业，中共党员，部队转业。备有婚房,部队转业,男性,1980,1985,1980年到1985年间出生,N,N,未婚或短婚未育,N,N,N,N,N,N,N,N,N,N,N,N,N
763,女性,1986,安徽省马鞍山,N,N,单身,1.65,N,N,N,研究生,5,重点大学毕业,N,微电子,助理研究员,N,有房,父亲高级教师，母亲职工,N,备有婚房,N,男性,1981,1986,1981年到1986年间出生,N,N,未婚,N,N,对婚姻、家庭责任心强,无不良嗜好,本科,4,N,N,N,N,重点本科优先,N,N
764,女性,1981,N,N,N,N,1.62,N,N,N,本科,4,N,N,N,国企财务,N,N,N,N,N,N,男性,1975,1980,1975年到1980年间出生,N,N,N,N,N,人品好、有责任心,N,N,N,N,N,N,N,N,N,N
765,女性,1983,上海,有上海户口,N,单身,1.6,N,N,N,本科,4,N,N,N,央企旗下金融单位,N,N,N,N,党员，独女,N,男性,1978,1983,1978年到1983年间出生,上海户口,N,未婚,N,N,N,N,本科,4,N,N,N,N,N,N,N
766,女性,1991,N,有上海户口,N,N,1.58,N,可爱,性格活泼、脾气好,本科,4,N,Y,N,意大利公司,N,N,N,N,家境殷实,家境殷实,男性,1986,1991,1986年到1991年间出生,N,N,未婚,N,N,N,N,N,N,N,N,N,N,N,N,N
767,女性,1983,吉林,N,N,N,1.63,N,N,N,本科,4,N,N,N,上市公司经理,N,N,父母退休,N,N,N,男性,1978,1983,1978年到1983年间出生,N,N,N,1.73,相貌佳,人品好,N,本科,4,稳定工作,N,要有婚房,N,N,N,N
768,女性,1983,浙江温州,N,N,N,1.58,N,N,N,本科,4,N,N,N,制造企业办公室主任,N,有房,N,N,房子在宝山,N,男性,1979,1984,1979年到1984年间出生,N,N,N,1.73,N,开朗、有责任心、阳光,N,N,N,N,N,有婚房,N,N,N,N
